0 ['98', '118', '9', '157', '207', '187', '196', '205', '12', '48', '62', '50', '5', '32', '52', '184', '14', '148', '79', '61', '76', '65', '172', '117', '95', '136', '6', '163', '195', '220', '107', '189', '132', '202', '16', '219', '58', '2', '155', '7', '143', '35', '49', '25', '81', '66', '214', '147', '171', '91']
99 ['62', '79', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '220', '77', '76', '196', '203', '31', '129', '141', '84', '226', '227', '208', '90', '38', '119', '175', '125', '177', '64', '146', '139', '148', '37', '58', '93', '145', '234', '157', '51', '107', '142', '92', '150', '80', '123', '106', '223', '225']
100 ['62', '79', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '220', '77', '76', '196', '203', '31', '129', '141', '84', '226', '227', '208', '90', '38', '119', '175', '125', '177', '64', '146', '139', '148', '37', '58', '93', '145', '234', '157', '51', '107', '142', '92', '150', '80', '123', '106', '223', '225']
111 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '220', '77', '76', '203', '31', '129', '141', '84', '226', '227', '208', '90', '64', '37', '58', '93', '145', '234', '157', '107', '142', '123', '106', '223', '225', '177', '154', '53', '163', '205', '28', '38', '194', '79', '35', '92', '196', '180', '224']
112 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '220', '77', '76', '203', '31', '129', '141', '84', '226', '227', '208', '90', '64', '37', '58', '93', '145', '234', '157', '107', '142', '123', '106', '223', '225', '177', '154', '53', '163', '205', '28', '38', '194', '79', '35', '92', '196', '180', '224']
113 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '220', '77', '76', '203', '31', '129', '141', '84', '226', '227', '208', '90', '64', '37', '58', '93', '145', '234', '157', '107', '142', '123', '106', '223', '225', '177', '154', '53', '163', '205', '28', '38', '194', '79', '35', '92', '196', '180', '224']
114 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '220', '77', '76', '203', '31', '129', '141', '84', '226', '227', '208', '90', '64', '37', '58', '93', '145', '234', '157', '107', '142', '123', '106', '223', '225', '177', '154', '53', '163', '205', '28', '38', '194', '79', '35', '92', '196', '180', '224']
115 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '220', '77', '76', '203', '31', '129', '141', '84', '226', '227', '208', '90', '64', '37', '58', '93', '234', '157', '107', '142', '123', '106', '223', '225', '177', '154', '163', '205', '28', '38', '194', '79', '35', '92', '196', '180', '224', '53', '97']
116 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '220', '77', '76', '203', '31', '129', '141', '84', '226', '227', '208', '90', '64', '37', '58', '93', '157', '107', '142', '123', '106', '223', '225', '177', '154', '163', '205', '28', '38', '194', '79', '35', '92', '196', '180', '224', '53', '97', '81']
117 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '220', '77', '76', '203', '31', '129', '141', '84', '226', '227', '208', '90', '64', '37', '58', '93', '157', '107', '142', '123', '106', '223', '225', '177', '154', '163', '205', '28', '38', '194', '79', '35', '92', '196', '180', '224', '53', '97', '81']
118 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '220', '77', '76', '203', '31', '129', '141', '84', '226', '227', '208', '90', '64', '37', '58', '93', '157', '107', '142', '123', '106', '223', '225', '177', '154', '163', '205', '28', '38', '194', '79', '35', '92', '196', '180', '224', '53', '97', '81']
119 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '220', '77', '76', '203', '31', '129', '141', '84', '226', '227', '208', '90', '64', '37', '58', '93', '157', '107', '142', '123', '106', '223', '225', '177', '154', '163', '205', '28', '38', '194', '79', '35', '92', '196', '180', '224', '53', '97', '81']
120 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '220', '77', '76', '203', '31', '129', '141', '84', '226', '227', '208', '90', '64', '37', '58', '93', '157', '107', '142', '123', '106', '223', '225', '177', '154', '163', '205', '28', '38', '194', '79', '35', '92', '196', '180', '224', '53', '97', '81']
121 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '220', '77', '76', '203', '31', '129', '141', '84', '226', '227', '208', '90', '64', '37', '58', '93', '157', '107', '142', '123', '106', '223', '225', '177', '154', '163', '205', '28', '38', '194', '79', '35', '92', '196', '180', '224', '53', '97', '81']
122 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '220', '77', '76', '203', '31', '129', '141', '84', '226', '227', '208', '90', '64', '37', '58', '93', '157', '107', '142', '123', '106', '223', '225', '177', '154', '163', '205', '28', '38', '194', '79', '35', '92', '196', '180', '224', '53', '97', '81']
123 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '220', '77', '76', '203', '31', '129', '141', '84', '226', '227', '208', '90', '64', '37', '58', '93', '157', '107', '142', '123', '106', '223', '225', '177', '154', '163', '205', '28', '38', '194', '79', '35', '92', '196', '180', '224', '53', '97', '81']
124 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '220', '77', '76', '203', '31', '129', '141', '84', '226', '227', '208', '90', '64', '37', '58', '93', '157', '107', '142', '123', '106', '223', '225', '177', '154', '163', '205', '28', '38', '194', '79', '35', '92', '196', '180', '224', '53', '97', '81']
125 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '31', '129', '141', '84', '227', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '163', '205', '28', '38', '79', '35', '92', '196', '180', '224', '53', '97', '81', '221', '226', '220', '75', '15', '194', '125', '49']
126 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '31', '129', '141', '84', '227', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '163', '205', '28', '38', '79', '35', '92', '196', '180', '224', '53', '97', '81', '221', '226', '220', '75', '15', '194', '125', '49']
127 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '31', '129', '141', '84', '227', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '163', '205', '28', '38', '79', '35', '92', '196', '180', '224', '53', '97', '81', '221', '226', '220', '75', '15', '194', '125', '49']
128 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '31', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '205', '28', '38', '35', '92', '196', '180', '224', '53', '97', '81', '221', '226', '220', '75', '15', '194', '125', '49', '79', '74', '42']
129 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '31', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '205', '28', '38', '35', '92', '196', '180', '224', '53', '97', '81', '221', '226', '220', '75', '15', '194', '125', '49', '79', '74', '42']
130 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '31', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '205', '28', '38', '35', '92', '196', '180', '224', '53', '97', '81', '221', '226', '220', '75', '15', '194', '125', '49', '79', '74', '42']
131 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '31', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '205', '28', '38', '35', '92', '196', '180', '224', '53', '97', '81', '221', '226', '220', '75', '15', '194', '125', '49', '79', '74', '42']
132 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '31', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '205', '28', '38', '35', '92', '196', '180', '224', '53', '97', '81', '221', '226', '220', '75', '15', '194', '125', '49', '79', '74', '42']
133 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '31', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '205', '28', '38', '35', '92', '196', '180', '224', '53', '97', '81', '221', '226', '220', '75', '15', '194', '125', '49', '79', '74', '42']
134 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '31', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '205', '28', '38', '35', '92', '196', '180', '224', '53', '97', '81', '221', '226', '220', '75', '15', '194', '125', '49', '79', '74', '42']
135 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '31', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '205', '28', '38', '35', '92', '196', '224', '53', '97', '81', '226', '220', '75', '15', '194', '125', '49', '79', '42', '74', '221', '78']
136 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '31', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '205', '28', '38', '35', '92', '196', '224', '53', '97', '81', '226', '220', '75', '15', '194', '125', '49', '79', '42', '74', '221', '78']
137 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '31', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '205', '28', '38', '35', '92', '196', '224', '53', '97', '81', '226', '220', '75', '15', '125', '49', '79', '42', '74', '221', '78', '231']
138 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '31', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '205', '28', '38', '35', '92', '196', '224', '53', '97', '81', '226', '220', '75', '15', '125', '49', '79', '42', '74', '221', '78', '231']
139 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '31', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '205', '28', '38', '35', '92', '196', '224', '53', '97', '81', '226', '220', '75', '15', '125', '49', '79', '42', '74', '221', '78', '231']
140 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '31', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '205', '28', '38', '35', '92', '196', '224', '53', '97', '81', '226', '220', '75', '15', '125', '49', '79', '42', '74', '78', '231', '162']
141 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '31', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '205', '28', '38', '35', '92', '196', '224', '53', '97', '81', '226', '220', '75', '15', '125', '49', '79', '42', '74', '78', '231', '162']
142 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '205', '28', '38', '92', '196', '224', '53', '97', '81', '226', '220', '75', '15', '125', '49', '79', '42', '74', '78', '231', '162', '35', '57']
143 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '28', '38', '92', '196', '224', '53', '97', '81', '226', '220', '75', '15', '125', '49', '79', '42', '74', '78', '231', '162', '35', '57', '16']
144 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '28', '38', '92', '196', '224', '53', '97', '81', '226', '220', '75', '15', '125', '49', '79', '42', '74', '78', '231', '162', '35', '57', '16']
145 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '28', '38', '92', '196', '224', '53', '97', '81', '226', '220', '75', '15', '125', '49', '79', '42', '74', '78', '231', '162', '35', '57', '16']
146 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '28', '38', '92', '196', '224', '53', '97', '81', '226', '220', '75', '15', '125', '49', '79', '42', '74', '78', '231', '162', '35', '57', '16']
147 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '28', '38', '92', '196', '224', '53', '97', '81', '226', '220', '75', '15', '125', '49', '79', '42', '74', '78', '231', '162', '35', '57', '16']
148 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '28', '38', '92', '196', '224', '53', '97', '81', '226', '220', '75', '15', '125', '49', '79', '42', '74', '78', '231', '162', '35', '57', '16']
149 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '28', '38', '92', '196', '224', '53', '97', '81', '226', '220', '75', '15', '125', '49', '79', '42', '74', '78', '231', '162', '35', '57', '16']
150 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '28', '38', '92', '196', '224', '53', '97', '81', '226', '220', '75', '15', '125', '49', '79', '42', '74', '78', '231', '162', '35', '57', '16']
151 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '28', '38', '92', '196', '224', '53', '97', '81', '226', '220', '75', '15', '125', '49', '79', '42', '74', '78', '231', '162', '35', '57', '16']
152 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '28', '38', '92', '196', '224', '97', '226', '220', '15', '125', '49', '79', '42', '74', '78', '231', '162', '35', '57', '16', '189', '143', '183']
153 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '28', '38', '92', '196', '224', '97', '226', '220', '15', '125', '79', '42', '74', '78', '231', '162', '35', '57', '16', '189', '143', '183', '82']
154 ['62', '61', '95', '25', '66', '214', '171', '91', '136', '12', '24', '77', '76', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '28', '38', '92', '196', '224', '97', '226', '220', '15', '125', '79', '42', '74', '78', '231', '162', '35', '57', '16', '189', '143', '183', '82']
155 ['62', '61', '95', '25', '66', '171', '91', '136', '12', '24', '77', '76', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '28', '38', '92', '196', '224', '97', '226', '220', '15', '125', '79', '42', '74', '78', '231', '162', '35', '57', '16', '189', '143', '183', '82', '146']
156 ['62', '61', '95', '25', '66', '171', '91', '136', '12', '24', '77', '76', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '28', '38', '92', '196', '224', '97', '226', '220', '15', '125', '79', '42', '74', '78', '231', '162', '35', '57', '16', '189', '143', '183', '82', '146']
157 ['62', '61', '95', '25', '66', '171', '91', '136', '12', '24', '77', '76', '129', '141', '84', '208', '90', '64', '37', '58', '93', '157', '107', '142', '225', '177', '28', '38', '92', '196', '224', '97', '226', '220', '15', '125', '79', '42', '74', '78', '231', '162', '35', '57', '16', '189', '143', '183', '82', '146']
